Date,Open,High,Low,Close,Volume,Price_Change,Percentage_Change,Average_Price,Range
2023-06-19,3.97,3.98,3.93,3.98,4134327,0.009999999999999787,0.2518891687657377,3.955,0.04999999999999982
2023-06-16,4.0,4.0,3.92,3.98,14114170,-0.020000000000000018,-0.5000000000000004,3.96,0.08000000000000007
2023-06-15,4.03,4.03,3.96,3.96,7079402,-0.07000000000000028,-1.7369727047146473,3.995,0.07000000000000028
2023-06-14,4.04,4.08,3.98,3.99,10370840,-0.04999999999999982,-1.2376237623762332,4.03,0.10000000000000009
2023-06-13,4.1,4.1,4.03,4.03,6012810,-0.0699999999999994,-1.7073170731707172,4.0649999999999995,0.0699999999999994
2023-06-12,4.15,4.15,4.08,4.1,3705811,-0.05000000000000071,-1.2048192771084507,4.115,0.07000000000000028
2023-06-09,4.18,4.18,4.11,4.11,4227898,-0.0699999999999994,-1.6746411483253443,4.145,0.0699999999999994
2023-06-08,4.17,4.2,4.08,4.2,27385311,0.03000000000000025,0.7194244604316606,4.140000000000001,0.1200000000000001
2023-06-07,4.08,4.14,4.08,4.14,4069223,0.05999999999999961,1.470588235294108,4.109999999999999,0.05999999999999961
2023-06-06,4.06,4.12,4.06,4.08,4628226,0.020000000000000462,0.4926108374384351,4.09,0.0600000000000005
2023-06-05,4.08,4.1,4.05,4.08,6206924,0.0,0.0,4.074999999999999,0.04999999999999982
2023-06-02,4.08,4.13,4.01,4.13,6485556,0.04999999999999982,1.225490196078427,4.07,0.1200000000000001
2023-06-01,4.16,4.17,4.08,4.08,6614446,-0.08000000000000007,-1.9230769230769247,4.125,0.08999999999999986
2023-05-31,4.02,4.17,4.02,4.14,19477730,0.1200000000000001,2.985074626865675,4.095,0.15000000000000036
2023-05-30,3.88,4.02,3.86,4.02,6482459,0.13999999999999968,3.6082474226804044,3.9399999999999995,0.1599999999999997
2023-05-29,3.99,3.99,3.84,3.86,4091060,-0.13000000000000034,-3.2581453634085293,3.915,0.15000000000000036
2023-05-26,3.95,4.0,3.93,3.93,7396769,-0.020000000000000018,-0.5063291139240511,3.965,0.06999999999999984
2023-05-25,4.01,4.03,3.94,3.94,7355455,-0.06999999999999984,-1.745635910224435,3.9850000000000003,0.0900000000000003
2023-05-24,4.11,4.14,4.0,4.0,6372598,-0.11000000000000032,-2.6763990267639977,4.07,0.13999999999999968
2023-05-23,4.16,4.16,4.09,4.12,4512740,-0.040000000000000036,-0.9615384615384623,4.125,0.07000000000000028
2023-05-22,4.15,4.17,4.1,4.16,4223226,0.009999999999999787,0.2409638554216816,4.135,0.07000000000000028
2023-05-19,4.1,4.15,4.08,4.12,4337863,0.020000000000000462,0.48780487804879175,4.115,0.07000000000000028
2023-05-18,4.15,4.17,4.09,4.09,8707813,-0.0600000000000005,-1.4457831325301322,4.13,0.08000000000000007
2023-05-17,4.21,4.21,4.15,4.15,4274867,-0.05999999999999961,-1.4251781472683993,4.18,0.05999999999999961
2023-05-16,4.28,4.28,4.14,4.16,6902764,-0.1200000000000001,-2.803738317757012,4.21,0.14000000000000057
2023-05-15,4.34,4.34,4.16,4.21,5044998,-0.1299999999999999,-2.9953917050691223,4.25,0.17999999999999972
2023-05-12,4.33,4.35,4.3,4.3,4954491,-0.03000000000000025,-0.692840646651276,4.324999999999999,0.04999999999999982
2023-05-11,4.36,4.38,4.32,4.37,4705605,0.009999999999999787,0.22935779816513271,4.35,0.05999999999999961
2023-05-10,4.28,4.39,4.27,4.39,11852550,0.10999999999999943,2.5700934579439116,4.33,0.1200000000000001
2023-05-09,4.37,4.4,4.26,4.26,8977711,-0.11000000000000032,-2.517162471395888,4.33,0.14000000000000057
2023-05-08,4.42,4.43,4.34,4.34,5793382,-0.08000000000000007,-1.8099547511312233,4.385,0.08999999999999986
2023-05-05,4.43,4.43,4.38,4.41,5195880,-0.019999999999999574,-0.4514672686230152,4.404999999999999,0.04999999999999982
2023-05-04,4.4,4.43,4.33,4.43,9393238,0.02999999999999936,0.6818181818181672,4.38,0.09999999999999964
2023-05-03,4.41,4.41,4.38,4.4,9685217,-0.009999999999999787,-0.22675736961450763,4.395,0.03000000000000025
2023-05-02,4.4,4.42,4.38,4.41,5946200,0.009999999999999787,0.2272727272727224,4.4,0.040000000000000036
2023-05-01,4.37,4.48,4.35,4.4,7501304,0.03000000000000025,0.686498855835246,4.415,0.13000000000000078
2023-04-28,4.34,4.39,4.32,4.39,9452703,0.04999999999999982,1.15207373271889,4.355,0.0699999999999994
2023-04-27,4.32,4.35,4.3,4.33,7592114,0.009999999999999787,0.23148148148147651,4.324999999999999,0.04999999999999982
2023-04-26,4.36,4.37,4.31,4.31,9579947,-0.05000000000000071,-1.1467889908257043,4.34,0.0600000000000005
2023-04-25,4.36,4.39,4.33,4.36,10414750,0.0,0.0,4.359999999999999,0.05999999999999961
2023-04-24,4.31,4.36,4.29,4.36,7816877,0.05000000000000071,1.1600928074246106,4.325,0.07000000000000028
2023-04-19,4.36,4.36,4.3,4.31,8898205,-0.05000000000000071,-1.1467889908257043,4.33,0.0600000000000005
2023-04-18,4.36,4.38,4.32,4.38,11222030,0.019999999999999574,0.45871559633026543,4.35,0.05999999999999961
2023-04-17,4.35,4.38,4.29,4.38,8634923,0.03000000000000025,0.6896551724137989,4.335,0.08999999999999986
2023-04-14,4.33,4.4,4.32,4.38,9282946,0.04999999999999982,1.1547344110854463,4.36,0.08000000000000007
2023-04-13,4.35,4.4,4.26,4.33,10964180,-0.019999999999999574,-0.459770114942519,4.33,0.14000000000000057
2023-04-12,4.21,4.31,4.21,4.31,10340510,0.09999999999999964,2.3752969121140057,4.26,0.09999999999999964
2023-04-11,4.25,4.25,4.2,4.2,10839340,-0.04999999999999982,-1.17647058823529,4.225,0.04999999999999982
2023-04-10,4.24,4.27,4.22,4.23,7911316,-0.009999999999999787,-0.23584905660376854,4.244999999999999,0.04999999999999982
2023-04-07,4.26,4.26,4.21,4.24,11276540,-0.019999999999999574,-0.4694835680751074,4.234999999999999,0.04999999999999982
2023-04-06,4.26,4.26,4.21,4.22,7624796,-0.040000000000000036,-0.9389671361502356,4.234999999999999,0.04999999999999982
2023-04-05,4.29,4.29,4.21,4.23,8131169,-0.05999999999999961,-1.3986013986013894,4.25,0.08000000000000007
2023-04-04,4.28,4.28,4.25,4.27,10974830,-0.010000000000000675,-0.23364485981309988,4.265000000000001,0.03000000000000025
2023-04-03,4.22,4.28,4.19,4.28,11041490,0.0600000000000005,1.4218009478673106,4.235,0.08999999999999986
2023-03-31,4.22,4.23,4.18,4.18,10669630,-0.040000000000000036,-0.9478672985782,4.205,0.05000000000000071
2023-03-30,4.22,4.23,4.2,4.22,7812968,0.0,0.0,4.215,0.03000000000000025
2023-03-29,4.22,4.25,4.21,4.21,7347547,-0.009999999999999787,-0.23696682464454472,4.23,0.040000000000000036
2023-03-28,4.2,4.22,4.16,4.22,10494020,0.019999999999999574,0.476190476190466,4.1899999999999995,0.05999999999999961
2023-03-27,4.2,4.23,4.15,4.15,9122712,-0.04999999999999982,-1.1904761904761862,4.19,0.08000000000000007
2023-03-24,4.2,4.24,4.18,4.18,10235220,-0.020000000000000462,-0.47619047619048716,4.21,0.0600000000000005
2023-03-23,4.31,4.34,4.31,4.34,9235303,0.03000000000000025,0.6960556844547623,4.324999999999999,0.03000000000000025
2023-03-22,4.28,4.34,4.27,4.32,11099550,0.040000000000000036,0.9345794392523372,4.305,0.07000000000000028
2023-03-21,4.21,4.29,4.21,4.27,12287920,0.05999999999999961,1.4251781472683993,4.25,0.08000000000000007
2023-03-20,4.19,4.3,4.18,4.3,10339310,0.10999999999999943,2.6252983293555947,4.24,0.1200000000000001
2023-03-17,4.14,4.21,4.14,4.21,15960830,0.07000000000000028,1.6908212560386544,4.175,0.07000000000000028
2023-03-16,4.14,4.19,4.11,4.17,9921222,0.03000000000000025,0.7246376811594264,4.15,0.08000000000000007
2023-03-15,4.24,4.24,4.11,4.12,13180900,-0.1200000000000001,-2.8301886792452855,4.175000000000001,0.1299999999999999
2023-03-14,4.27,4.28,4.2,4.21,14075520,-0.05999999999999961,-1.4051522248243469,4.24,0.08000000000000007
2023-03-13,4.31,4.32,4.26,4.32,10228510,0.010000000000000675,0.2320185614849345,4.29,0.0600000000000005
2023-03-10,4.28,4.3,4.24,4.3,8467490,0.019999999999999574,0.46728971962615823,4.27,0.05999999999999961
2023-03-09,4.26,4.3,4.23,4.23,8534826,-0.02999999999999936,-0.704225352112661,4.265000000000001,0.0699999999999994
2023-03-08,4.3,4.31,4.21,4.22,9404809,-0.08000000000000007,-1.8604651162790715,4.26,0.09999999999999964
2023-03-07,4.3,4.37,4.27,4.27,9691554,-0.03000000000000025,-0.697674418604657,4.32,0.10000000000000053
2023-03-06,4.28,4.31,4.27,4.3,10118660,0.019999999999999574,0.46728971962615823,4.289999999999999,0.040000000000000036
2023-03-03,4.3,4.3,4.24,4.25,8690720,-0.04999999999999982,-1.1627906976744147,4.27,0.05999999999999961
2023-03-02,4.3,4.34,4.26,4.26,10128860,-0.040000000000000036,-0.9302325581395358,4.3,0.08000000000000007
2023-03-01,4.34,4.34,4.27,4.28,11004170,-0.05999999999999961,-1.382488479262664,4.305,0.07000000000000028
2023-02-28,4.38,4.38,4.29,4.32,16639420,-0.05999999999999961,-1.3698630136986212,4.335,0.08999999999999986
2023-02-27,4.25,4.38,4.25,4.3,13953480,0.04999999999999982,1.17647058823529,4.3149999999999995,0.1299999999999999
2023-02-24,4.25,4.27,4.21,4.25,10828350,0.0,0.0,4.24,0.05999999999999961
2023-02-23,4.31,4.34,4.25,4.25,10580350,-0.05999999999999961,-1.392111368909504,4.295,0.08999999999999986
2023-02-22,4.31,4.37,4.3,4.32,9216817,0.010000000000000675,0.2320185614849345,4.335,0.07000000000000028
2023-02-21,4.34,4.34,4.3,4.32,5606000,-0.019999999999999574,-0.4608294930875478,4.32,0.040000000000000036
2023-02-20,4.41,4.41,4.32,4.32,5436612,-0.08999999999999986,-2.040816326530609,4.365,0.08999999999999986
2023-02-17,4.42,4.42,4.33,4.39,6853513,-0.03000000000000025,-0.6787330316742138,4.375,0.08999999999999986
2023-02-16,4.45,4.46,4.38,4.38,10780900,-0.07000000000000028,-1.5730337078651748,4.42,0.08000000000000007
2023-02-15,4.46,4.46,4.41,4.46,10832590,0.0,0.0,4.4350000000000005,0.04999999999999982
2023-02-14,4.49,4.49,4.45,4.46,10104710,-0.03000000000000025,-0.6681514476614754,4.470000000000001,0.040000000000000036
2023-02-13,4.47,4.49,4.44,4.46,10291970,-0.009999999999999787,-0.2237136465324337,4.465,0.04999999999999982
2023-02-10,4.43,4.46,4.4,4.46,8265452,0.03000000000000025,0.6772009029345428,4.43,0.05999999999999961
2023-02-09,4.41,4.44,4.32,4.44,17646580,0.03000000000000025,0.680272108843543,4.380000000000001,0.1200000000000001
2023-02-08,4.41,4.45,4.41,4.44,8431316,0.03000000000000025,0.680272108843543,4.43,0.040000000000000036
2023-02-07,4.42,4.46,4.41,4.41,10439930,-0.009999999999999787,-0.2262443438913979,4.4350000000000005,0.04999999999999982
2023-02-06,4.46,4.46,4.39,4.46,10265790,0.0,0.0,4.425,0.07000000000000028
2023-02-03,4.46,4.46,4.44,4.46,7504909,0.0,0.0,4.45,0.019999999999999574
2023-02-02,4.39,4.47,4.39,4.46,9702538,0.07000000000000028,1.594533029612763,4.43,0.08000000000000007
2023-02-01,4.38,4.43,4.35,4.39,9027123,0.009999999999999787,0.22831050228310015,4.39,0.08000000000000007
2023-01-31,4.5,4.5,4.37,4.4,17984279,-0.09999999999999964,-2.2222222222222143,4.4350000000000005,0.1299999999999999
2023-01-30,4.47,4.5,4.32,4.5,12367330,0.03000000000000025,0.671140939597321,4.41,0.17999999999999972
2023-01-27,4.49,4.5,4.42,4.46,7979523,-0.03000000000000025,-0.6681514476614754,4.46,0.08000000000000007
2023-01-26,4.51,4.54,4.45,4.45,8603023,-0.05999999999999961,-1.330376940133029,4.495,0.08999999999999986
2023-01-25,4.5,4.53,4.45,4.5,8498876,0.0,0.0,4.49,0.08000000000000007
2023-01-24,4.49,4.53,4.44,4.49,9762965,0.0,0.0,4.485,0.08999999999999986
2023-01-23,4.54,4.54,4.42,4.49,7846312,-0.04999999999999982,-1.1013215859030798,4.48,0.1200000000000001
2023-01-20,4.52,4.54,4.48,4.53,9050550,0.010000000000000675,0.22123893805311232,4.51,0.05999999999999961
2023-01-19,4.48,4.54,4.48,4.5,9485715,0.019999999999999574,0.44642857142856185,4.51,0.05999999999999961
2023-01-18,4.45,4.5,4.45,4.5,9690005,0.04999999999999982,1.1235955056179736,4.475,0.04999999999999982
2023-01-17,4.45,4.52,4.41,4.46,12623200,0.009999999999999787,0.22471910112359073,4.465,0.10999999999999943
2023-01-16,4.45,4.5,4.42,4.5,9780078,0.04999999999999982,1.1235955056179736,4.46,0.08000000000000007
2023-01-13,4.39,4.45,4.36,4.44,12165040,0.05000000000000071,1.1389521640091278,4.405,0.08999999999999986
2023-01-12,4.48,4.51,4.34,4.36,17632631,-0.1200000000000001,-2.678571428571431,4.425,0.16999999999999993
2023-01-11,4.65,4.66,4.42,4.46,16472500,-0.1900000000000004,-4.086021505376352,4.54,0.2400000000000002
2023-01-10,4.58,4.72,4.56,4.64,11769130,0.05999999999999961,1.3100436681222623,4.64,0.16000000000000014
2023-01-09,4.52,4.61,4.48,4.61,10681120,0.09000000000000075,1.9911504424778927,4.545,0.1299999999999999
2023-01-06,4.48,4.55,4.46,4.55,8086179,0.0699999999999994,1.5624999999999862,4.505,0.08999999999999986
2023-01-05,4.56,4.56,4.47,4.47,10414360,-0.08999999999999986,-1.9736842105263128,4.515,0.08999999999999986
2023-01-04,4.55,4.59,4.51,4.55,8713899,0.0,0.0,4.55,0.08000000000000007
2023-01-03,4.46,4.57,4.45,4.54,9208881,0.08000000000000007,1.793721973094172,4.51,0.1200000000000001
2023-01-02,4.43,4.46,4.41,4.46,7483817,0.03000000000000025,0.6772009029345428,4.4350000000000005,0.04999999999999982
2022-12-30,4.45,4.45,4.4,4.41,8201208,-0.040000000000000036,-0.8988764044943828,4.425000000000001,0.04999999999999982
2022-12-29,4.4,4.43,4.4,4.42,8639296,0.019999999999999574,0.4545454545454448,4.415,0.02999999999999936
2022-12-28,4.44,4.44,4.4,4.4,8501294,-0.040000000000000036,-0.9009009009009016,4.42,0.040000000000000036
2022-12-27,4.47,4.53,4.4,4.4,8870316,-0.0699999999999994,-1.565995525727056,4.465,0.1299999999999999
2022-12-26,4.48,4.48,4.44,4.45,7212872,-0.03000000000000025,-0.6696428571428626,4.460000000000001,0.040000000000000036
2022-12-23,4.51,4.51,4.47,4.48,7434756,-0.02999999999999936,-0.6651884700665047,4.49,0.040000000000000036
2022-12-22,4.58,4.58,4.49,4.5,8361218,-0.08000000000000007,-1.746724890829696,4.535,0.08999999999999986
2022-12-21,4.58,4.58,4.51,4.55,9720707,-0.03000000000000025,-0.6550218340611408,4.545,0.07000000000000028
2022-12-20,4.59,4.63,4.53,4.6,8360370,0.009999999999999787,0.21786492374727207,4.58,0.09999999999999964
2022-12-19,4.66,4.66,4.57,4.65,9216103,-0.009999999999999787,-0.214592274678107,4.615,0.08999999999999986
2022-12-16,4.6,4.72,4.56,4.72,14915240,0.1200000000000001,2.6086956521739157,4.64,0.16000000000000014
2022-12-15,4.56,4.6,4.55,4.6,10323730,0.040000000000000036,0.8771929824561412,4.574999999999999,0.04999999999999982
2022-12-14,4.55,4.56,4.49,4.55,8080084,0.0,0.0,4.525,0.0699999999999994
2022-12-13,4.49,4.55,4.46,4.55,9575291,0.05999999999999961,1.336302895322931,4.505,0.08999999999999986
2022-12-12,4.53,4.53,4.43,4.53,9060874,0.0,0.0,4.48,0.10000000000000053
2022-12-09,4.4,4.57,4.4,4.53,10344760,0.1299999999999999,2.954545454545452,4.485,0.16999999999999993
2022-12-08,4.49,4.5,4.39,4.48,8324386,-0.009999999999999787,-0.22271714922048524,4.445,0.11000000000000032
2022-12-07,4.55,4.59,4.49,4.49,8833013,-0.05999999999999961,-1.3186813186813102,4.54,0.09999999999999964
2022-12-06,4.49,4.59,4.48,4.55,10093730,0.05999999999999961,1.336302895322931,4.535,0.10999999999999943
2022-12-05,4.55,4.58,4.42,4.5,12577410,-0.04999999999999982,-1.098901098901095,4.5,0.16000000000000014
2022-11-30,4.36,4.56,4.31,4.56,21535449,0.1999999999999993,4.587155963302736,4.435,0.25
2022-11-29,4.33,4.36,4.3,4.36,8367331,0.03000000000000025,0.692840646651276,4.33,0.0600000000000005
2022-11-28,4.35,4.35,4.31,4.31,8627069,-0.040000000000000036,-0.9195402298850583,4.33,0.040000000000000036
2022-11-25,4.4,4.4,4.33,4.33,8752984,-0.07000000000000028,-1.5909090909090973,4.365,0.07000000000000028
2022-11-24,4.37,4.42,4.34,4.42,8777269,0.04999999999999982,1.1441647597253963,4.38,0.08000000000000007
2022-11-23,4.37,4.42,4.31,4.36,12305490,-0.009999999999999787,-0.2288329519450752,4.365,0.11000000000000032
2022-11-22,4.42,4.42,4.35,4.35,9078071,-0.07000000000000028,-1.5837104072398256,4.385,0.07000000000000028
2022-11-21,4.4,4.41,4.35,4.41,9002179,0.009999999999999787,0.2272727272727224,4.38,0.0600000000000005
2022-11-18,4.36,4.44,4.35,4.44,9127603,0.08000000000000007,1.8348623853211024,4.395,0.09000000000000075
2022-11-17,4.41,4.41,4.33,4.36,9565488,-0.04999999999999982,-1.1337868480725584,4.37,0.08000000000000007
2022-11-16,4.45,4.48,4.4,4.41,9018530,-0.040000000000000036,-0.8988764044943828,4.44,0.08000000000000007
2022-11-15,4.53,4.55,4.45,4.45,9367049,-0.08000000000000007,-1.766004415011039,4.5,0.09999999999999964
2022-11-14,4.51,4.55,4.48,4.55,8350754,0.040000000000000036,0.8869179600886926,4.515000000000001,0.0699999999999994
2022-11-11,4.5,4.55,4.45,4.5,9044039,0.0,0.0,4.5,0.09999999999999964
2022-11-10,4.52,4.54,4.42,4.47,8613644,-0.04999999999999982,-1.106194690265483,4.48,0.1200000000000001
2022-11-09,4.55,4.59,4.5,4.5,11173750,-0.04999999999999982,-1.098901098901095,4.545,0.08999999999999986
2022-11-08,4.51,4.55,4.47,4.55,10721150,0.040000000000000036,0.8869179600886926,4.51,0.08000000000000007
2022-11-07,4.53,4.54,4.42,4.54,10757190,0.009999999999999787,0.22075055187637496,4.48,0.1200000000000001
2022-11-04,4.35,4.54,4.31,4.54,11743020,0.1900000000000004,4.367816091954032,4.425,0.23000000000000043
2022-11-03,4.4,4.4,4.3,4.35,10320710,-0.05000000000000071,-1.1363636363636525,4.35,0.10000000000000053
2022-11-02,4.47,4.47,4.29,4.38,12331180,-0.08999999999999986,-2.0134228187919434,4.38,0.17999999999999972
2022-11-01,4.45,4.53,4.4,4.44,11591470,-0.009999999999999787,-0.22471910112359073,4.465,0.1299999999999999
2022-10-31,4.42,4.52,4.42,4.51,9602348,0.08999999999999986,2.036199095022621,4.47,0.09999999999999964
2022-10-28,4.48,4.48,4.41,4.45,7866135,-0.03000000000000025,-0.6696428571428626,4.445,0.07000000000000028
2022-10-27,4.45,4.49,4.45,4.48,10442340,0.03000000000000025,0.674157303370792,4.470000000000001,0.040000000000000036
2022-10-26,4.45,4.46,4.41,4.46,8971679,0.009999999999999787,0.22471910112359073,4.4350000000000005,0.04999999999999982
2022-10-25,4.36,4.45,4.35,4.45,15168480,0.08999999999999986,2.0642201834862353,4.4,0.10000000000000053
2022-10-24,4.35,4.38,4.31,4.38,7811607,0.03000000000000025,0.6896551724137989,4.345,0.07000000000000028
2022-10-21,4.37,4.4,4.33,4.4,13621570,0.03000000000000025,0.686498855835246,4.365,0.07000000000000028
2022-10-20,4.22,4.38,4.21,4.38,13979790,0.16000000000000014,3.7914691943128,4.295,0.16999999999999993
2022-10-19,4.24,4.25,4.19,4.23,10432740,-0.009999999999999787,-0.23584905660376854,4.220000000000001,0.05999999999999961
2022-10-18,4.2,4.25,4.2,4.25,9646248,0.04999999999999982,1.1904761904761862,4.225,0.04999999999999982
2022-10-17,4.25,4.26,4.18,4.19,9325264,-0.05999999999999961,-1.4117647058823437,4.22,0.08000000000000007
2022-10-14,4.29,4.29,4.24,4.24,8969866,-0.04999999999999982,-1.1655011655011613,4.265000000000001,0.04999999999999982
2022-10-13,4.29,4.32,4.21,4.21,9719958,-0.08000000000000007,-1.8648018648018665,4.265000000000001,0.11000000000000032
2022-10-12,4.38,4.38,4.29,4.31,9157501,-0.07000000000000028,-1.5981735159817416,4.335,0.08999999999999986
2022-10-11,4.45,4.45,4.33,4.38,9092909,-0.07000000000000028,-1.5730337078651748,4.390000000000001,0.1200000000000001
2022-10-10,4.46,4.46,4.35,4.45,9078013,-0.009999999999999787,-0.22421524663676654,4.404999999999999,0.11000000000000032
2022-10-07,4.39,4.46,4.37,4.46,8872100,0.07000000000000028,1.594533029612763,4.415,0.08999999999999986
2022-10-06,4.35,4.43,4.35,4.36,13376790,0.010000000000000675,0.22988505747127988,4.39,0.08000000000000007
2022-10-05,4.52,4.52,4.4,4.49,12916480,-0.02999999999999936,-0.663716814159278,4.46,0.11999999999999922
2022-10-04,4.45,4.51,4.43,4.51,12969670,0.05999999999999961,1.3483146067415641,4.47,0.08000000000000007
2022-10-03,4.44,4.47,4.36,4.42,10619690,-0.020000000000000462,-0.45045045045046084,4.415,0.10999999999999943
2022-09-30,4.45,4.49,4.39,4.44,9836481,-0.009999999999999787,-0.22471910112359073,4.4399999999999995,0.10000000000000053
2022-09-29,4.44,4.45,4.33,4.45,10851450,0.009999999999999787,0.2252252252252204,4.390000000000001,0.1200000000000001
2022-09-28,4.25,4.45,4.25,4.4,18797320,0.15000000000000036,3.5294117647058907,4.35,0.20000000000000018
2022-09-27,4.28,4.3,4.21,4.21,10236570,-0.07000000000000028,-1.6355140186915953,4.255,0.08999999999999986
2022-09-26,4.25,4.31,4.21,4.23,11179490,-0.019999999999999574,-0.47058823529410765,4.26,0.09999999999999964
2022-09-23,4.42,4.44,4.32,4.35,10139830,-0.07000000000000028,-1.5837104072398256,4.380000000000001,0.1200000000000001
2022-09-22,4.31,4.45,4.29,4.4,12817740,0.09000000000000075,2.0881670533642867,4.37,0.16000000000000014
2022-09-21,4.32,4.33,4.31,4.32,11146610,0.0,0.0,4.32,0.020000000000000462
2022-09-20,4.26,4.33,4.25,4.33,10647070,0.07000000000000028,1.6431924882629174,4.29,0.08000000000000007
2022-09-19,4.38,4.38,4.25,4.3,11478840,-0.08000000000000007,-1.8264840182648419,4.3149999999999995,0.1299999999999999
2022-09-16,4.31,4.42,4.28,4.42,16480891,0.11000000000000032,2.552204176334114,4.35,0.13999999999999968
2022-09-15,4.2,4.32,4.2,4.3,11326300,0.09999999999999964,2.3809523809523725,4.26,0.1200000000000001
2022-09-14,4.17,4.19,4.15,4.17,9202688,0.0,0.0,4.17,0.040000000000000036
2022-09-13,4.18,4.21,4.17,4.2,11957720,0.020000000000000462,0.4784688995215422,4.1899999999999995,0.040000000000000036
2022-09-12,4.15,4.19,4.14,4.19,9180632,0.040000000000000036,0.9638554216867478,4.165,0.05000000000000071
2022-09-09,4.2,4.2,4.15,4.15,8718629,-0.04999999999999982,-1.1904761904761862,4.175000000000001,0.04999999999999982
2022-09-08,4.18,4.22,4.17,4.17,13849320,-0.009999999999999787,-0.23923444976076047,4.195,0.04999999999999982
2022-09-07,4.22,4.22,4.16,4.16,11633340,-0.05999999999999961,-1.4218009478672893,4.1899999999999995,0.05999999999999961
2022-09-06,4.36,4.37,4.22,4.22,15090520,-0.14000000000000057,-3.2110091743119393,4.295,0.15000000000000036
2022-09-05,4.38,4.4,4.32,4.32,9472114,-0.05999999999999961,-1.3698630136986212,4.36,0.08000000000000007
2022-09-02,4.37,4.42,4.36,4.39,9184820,0.019999999999999574,0.4576659038901504,4.390000000000001,0.05999999999999961
2022-09-01,4.47,4.48,4.33,4.35,11797560,-0.1200000000000001,-2.684563758389264,4.405,0.15000000000000036
2022-08-31,4.49,4.54,4.44,4.44,18013600,-0.04999999999999982,-1.1135857461024459,4.49,0.09999999999999964
2022-08-30,4.59,4.59,4.49,4.49,13045870,-0.09999999999999964,-2.1786492374727593,4.54,0.09999999999999964
2022-08-29,4.64,4.64,4.56,4.57,10986120,-0.0699999999999994,-1.5086206896551595,4.6,0.08000000000000007
2022-08-26,4.65,4.7,4.64,4.69,11824680,0.040000000000000036,0.8602150537634415,4.67,0.0600000000000005
2022-08-25,4.69,4.7,4.62,4.63,8336621,-0.0600000000000005,-1.2793176972281555,4.66,0.08000000000000007
2022-08-24,4.6,4.69,4.57,4.69,8879938,0.09000000000000075,1.9565217391304512,4.630000000000001,0.1200000000000001
2022-08-23,4.57,4.62,4.56,4.62,8476892,0.04999999999999982,1.0940919037199084,4.59,0.0600000000000005
2022-08-22,4.6,4.62,4.57,4.57,8246883,-0.02999999999999936,-0.6521739130434644,4.595000000000001,0.04999999999999982
2022-08-19,4.57,4.64,4.57,4.61,8648289,0.040000000000000036,0.8752735229759306,4.605,0.0699999999999994
2022-08-18,4.68,4.71,4.57,4.57,10179170,-0.10999999999999943,-2.350427350427338,4.640000000000001,0.13999999999999968
2022-08-17,4.6,4.67,4.6,4.67,8880163,0.07000000000000028,1.521739130434789,4.635,0.07000000000000028
2022-08-16,4.66,4.69,4.59,4.6,18522160,-0.0600000000000005,-1.28755364806868,4.640000000000001,0.10000000000000053
2022-08-15,4.8,4.85,4.66,4.66,15251280,-0.13999999999999968,-2.9166666666666603,4.755,0.1899999999999995
2022-08-12,4.73,4.88,4.69,4.88,15799320,0.14999999999999947,3.1712473572938578,4.785,0.1899999999999995
2022-08-11,4.7,4.75,4.68,4.75,14833260,0.04999999999999982,1.0638297872340388,4.715,0.07000000000000028
2022-08-10,4.61,4.74,4.61,4.68,21229770,0.0699999999999994,1.5184381778741733,4.675000000000001,0.1299999999999999
2022-08-09,4.34,4.58,4.34,4.58,17764891,0.2400000000000002,5.529953917050697,4.46,0.2400000000000002
2022-08-08,4.32,4.4,4.32,4.4,12761530,0.08000000000000007,1.8518518518518534,4.36,0.08000000000000007
2022-08-05,4.3,4.33,4.26,4.32,9533312,0.020000000000000462,0.4651162790697782,4.295,0.07000000000000028
2022-08-04,4.33,4.34,4.29,4.32,9804827,-0.009999999999999787,-0.23094688221708512,4.3149999999999995,0.04999999999999982
2022-08-03,4.26,4.33,4.24,4.33,13554820,0.07000000000000028,1.6431924882629174,4.285,0.08999999999999986
2022-08-02,4.22,4.28,4.19,4.28,12766350,0.0600000000000005,1.4218009478673106,4.235,0.08999999999999986
2022-08-01,4.28,4.28,4.18,4.23,14287930,-0.04999999999999982,-1.1682242990654164,4.23,0.10000000000000053
2022-07-29,4.25,4.29,4.24,4.28,15585560,0.03000000000000025,0.7058823529411823,4.265000000000001,0.04999999999999982
2022-07-28,4.2,4.27,4.19,4.27,14509260,0.0699999999999994,1.666666666666652,4.23,0.07999999999999918
2022-07-27,4.19,4.21,4.19,4.2,13736370,0.009999999999999787,0.23866348448686842,4.2,0.019999999999999574
2022-07-26,4.2,4.21,4.19,4.2,11580260,0.0,0.0,4.2,0.019999999999999574
2022-07-25,4.16,4.21,4.16,4.2,15578080,0.040000000000000036,0.9615384615384623,4.1850000000000005,0.04999999999999982
2022-07-22,4.19,4.21,4.18,4.21,13969790,0.019999999999999574,0.47732696897373683,4.195,0.03000000000000025
2022-07-21,4.19,4.21,4.16,4.19,12000950,0.0,0.0,4.1850000000000005,0.04999999999999982
2022-07-20,4.22,4.23,4.18,4.18,12650230,-0.040000000000000036,-0.9478672985782,4.205,0.05000000000000071
2022-07-19,4.21,4.24,4.19,4.24,11315850,0.03000000000000025,0.7125890736342102,4.215,0.04999999999999982
